host_is_superhost,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
t,Algiers Point,Private room in bed and breakfast,Private room,2,1 private bath,1.0,1.0,95.0,1,1125,11,26,49,297,346,4.92,4.9,4.81,4.97,4.96,4.86,4.92,t
t,Black Pearl,Private room in residential home,Private room,2,1 private bath,1.0,1.0,61.0,30,1125,16,46,53,122,96,4.74,4.83,4.85,4.87,4.78,4.8,4.63,f
f,Central City,Entire cottage,Entire home/apt,4,2.5 baths,2.0,2.0,390.0,30,1125,27,57,87,362,77,4.56,4.76,4.65,4.73,4.6,4.69,4.63,f
t,Holy Cross,Entire residential home,Entire home/apt,4,1 bath,3.0,6.0,90.0,1,120,0,0,0,0,233,4.8,4.88,4.94,4.94,4.95,4.6,4.86,t
t,Uptown,Private room in residential home,Private room,2,1 private bath,1.0,1.0,100.0,30,1125,15,35,65,324,89,4.95,4.98,4.95,4.98,4.96,4.99,4.89,f
f,East Riverside,Entire residential home,Entire home/apt,6,2 baths,3.0,5.0,375.0,90,120,27,57,87,87,20,5.0,5.0,4.95,5.0,4.89,5.0,4.84,f
f,Central City,Private room in hostel,Private room,4,1 private bath,1.0,4.0,143.0,1,365,13,35,63,171,9,4.88,4.75,5.0,5.0,4.88,4.75,4.88,t
t,Central City,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,83.0,2,100,6,20,42,48,284,4.85,4.92,4.91,4.94,4.89,4.66,4.82,t
f,City Park,Private room in bed and breakfast,Private room,4,1 private bath,1.0,2.0,135.0,2,30,14,39,57,247,24,5.0,5.0,4.96,4.96,4.96,4.91,4.91,t
f,Whitney,Entire residential home,Entire home/apt,6,1 bath,2.0,2.0,150.0,30,1125,0,4,8,242,47,4.76,4.79,4.81,4.9,5.0,4.56,4.71,f
f,Gentilly Terrace,Entire residential home,Entire home/apt,8,1 bath,2.0,5.0,90.0,30,365,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
t,Bywater,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,99.0,30,1125,25,55,85,166,30,4.7,4.67,4.78,4.93,4.89,4.79,4.71,f
t,Bywater,Entire residential home,Entire home/apt,2,2 baths,1.0,2.0,125.0,3,1125,8,30,59,321,180,4.94,4.94,4.94,4.99,4.99,4.86,4.84,f
t,St. Thomas Dev,Entire rental unit,Entire home/apt,8,1.5 baths,3.0,3.0,320.0,30,1125,0,19,49,136,75,4.8,4.79,4.8,5.0,4.92,4.49,4.64,f
t,Marigny,Private room in rental unit,Private room,5,1 private bath,3.0,3.0,98.0,2,1125,11,21,42,258,382,4.76,4.82,4.57,4.93,4.95,4.96,4.81,t
f,Broadmoor,Entire condominium (condo),Entire home/apt,5,1 bath,2.0,2.0,66.0,30,1125,0,0,0,190,11,4.7,5.0,4.8,4.89,4.9,4.11,4.78,f
t,St. Thomas Dev,Entire rental unit,Entire home/apt,6,1 bath,2.0,2.0,277.0,30,1125,0,8,34,39,22,4.77,4.86,4.91,4.95,4.95,4.45,4.41,t
f,Central Business District,Entire loft,Entire home/apt,4,1 bath,2.0,2.0,499.0,30,1125,0,0,0,129,111,4.84,4.92,4.62,4.9,4.84,4.92,4.76,f
f,Mid-City,Entire rental unit,Entire home/apt,8,1.5 baths,2.0,4.0,125.0,3,30,18,44,74,151,91,4.56,4.7,4.37,4.87,4.82,4.4,4.62,t
t,Uptown,Entire residential home,Entire home/apt,8,2.5 baths,4.0,4.0,425.0,30,180,22,30,60,255,173,4.87,4.91,4.73,4.95,4.91,4.92,4.76,t
f,Garden District,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,122.0,30,1125,5,19,42,239,11,5.0,5.0,5.0,5.0,5.0,5.0,4.89,f
t,Marigny,Private room in residential home,Private room,2,2 shared baths,1.0,1.0,75.0,1,30,0,0,0,0,510,4.77,4.79,4.76,4.92,4.89,4.73,4.8,f
f,Bywater,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,199.0,3,365,27,57,87,177,162,4.86,4.89,4.88,4.94,4.94,4.78,4.78,f
t,Bayou St. John,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,85.0,30,1125,1,1,12,241,43,4.85,4.9,4.98,5.0,4.98,4.79,4.83,f
t,Marigny,Entire guesthouse,Entire home/apt,6,1 bath,3.0,3.0,134.0,2,31,10,24,54,108,241,4.92,4.95,4.91,4.99,4.99,4.92,4.86,t
t,Marigny,Entire residential home,Entire home/apt,3,1 bath,1.0,2.0,122.0,2,1125,2,7,7,107,196,4.86,4.92,4.64,4.91,4.87,4.97,4.88,f
t,St. Thomas Dev,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,136.0,2,360,18,45,75,332,292,4.65,4.7,4.68,4.88,4.77,4.8,4.66,f
f,Marigny,Private room in bed and breakfast,Private room,2,1 shared bath,1.0,1.0,70.0,1,365,14,35,63,258,20,4.1,4.05,4.2,4.45,4.2,4.45,4.1,t
t,Bywater,Entire bungalow,Entire home/apt,6,1 bath,3.0,3.0,250.0,3,1125,0,0,0,191,78,4.82,4.83,4.77,4.86,4.83,4.61,4.71,t
t,Bywater,Entire residential home,Entire home/apt,2,1 bath,1.0,2.0,109.0,4,14,2,15,45,45,370,4.93,4.95,4.96,4.99,4.96,4.75,4.84,t
t,Central City,Private room in townhouse,Private room,2,1 shared bath,1.0,1.0,55.0,2,60,6,13,24,287,108,4.76,4.85,4.7,4.9,4.89,4.4,4.69,f
f,Marigny,Private room in bed and breakfast,Private room,2,1 private bath,1.0,1.0,61.0,1,365,12,32,60,286,19,4.37,4.42,4.58,4.79,4.79,4.74,4.53,t
t,Seventh Ward,Entire rental unit,Entire home/apt,6,1 bath,2.0,4.0,126.0,30,35,0,0,0,0,43,4.86,4.88,4.88,4.93,4.95,4.83,4.83,f
t,Algiers Point,Entire townhouse,Entire home/apt,5,1.5 baths,2.0,3.0,89.0,2,120,8,16,32,241,81,4.98,5.0,5.0,4.99,4.99,4.93,4.94,f
f,Mid-City,Private room in rental unit,Private room,6,1 shared bath,2.0,1.0,55.0,30,30,6,36,66,156,33,4.81,4.78,4.66,4.88,4.88,4.97,4.84,t
f,Fillmore,Private room in residential home,Private room,2,1 private bath,1.0,1.0,78.0,1,21,5,5,29,29,39,4.95,4.92,4.95,5.0,5.0,4.77,4.9,f
t,Central City,Room in aparthotel,Entire home/apt,2,1 bath,1.0,1.0,200.0,5,6,0,0,0,0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
t,Central City,Room in aparthotel,Entire home/apt,2,1 bath,1.0,1.0,150.0,3,4,0,0,0,0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
f,Lower Garden District,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,79.0,30,365,0,17,47,322,121,4.98,4.96,4.94,4.97,4.97,4.86,4.91,f
f,Seventh Ward,Entire rental unit,Entire home/apt,5,2 baths,3.0,2.0,175.0,30,30,17,47,58,247,180,4.75,4.85,4.73,4.88,4.74,4.35,4.82,t
t,St. Claude,Entire residential home,Entire home/apt,16,5.5 baths,8.0,10.0,2057.0,3,30,6,16,37,175,114,4.98,4.99,4.97,4.98,4.97,4.82,4.89,f
f,Marigny,Private room in bed and breakfast,Private room,2,1 private bath,1.0,1.0,61.0,1,365,20,40,63,306,20,4.5,4.58,4.58,4.95,4.63,4.89,4.68,t
f,Marigny,Private room in bed and breakfast,Private room,2,1 private bath,1.0,1.0,50.0,1,365,10,25,45,262,32,4.66,4.56,4.69,4.59,4.63,4.75,4.72,t
f,Marigny,Private room in bed and breakfast,Private room,4,1 private bath,1.0,2.0,61.0,1,365,15,34,62,278,18,4.38,4.19,4.19,4.63,4.38,4.63,4.63,t
f,Marigny,Private room in bed and breakfast,Private room,5,1 private bath,1.0,3.0,61.0,1,365,10,28,56,236,18,4.12,4.39,4.39,4.5,4.44,4.67,4.33,t
t,Treme - Lafitte,Entire cottage,Entire home/apt,2,1 bath,1.0,2.0,95.0,2,1125,7,19,28,88,441,4.85,4.86,4.86,4.93,4.93,4.7,4.84,t
t,Marigny,Entire residential home,Entire home/apt,8,2 baths,2.0,5.0,400.0,3,360,7,15,15,190,38,4.84,4.92,4.84,4.84,4.92,4.84,4.73,f
t,Irish Channel,Entire residential home,Entire home/apt,4,1 bath,1.0,1.0,89.0,30,365,0,27,42,243,31,4.68,4.74,4.61,4.9,4.81,4.94,4.61,f
t,Irish Channel,Entire residential home,Entire home/apt,6,2 baths,2.0,2.0,155.0,30,365,12,14,27,199,37,4.92,4.97,4.89,4.97,5.0,4.97,4.83,f
f,Uptown,Private room in residential home,Private room,3,1 private bath,1.0,2.0,175.0,2,14,0,0,3,3,11,5.0,4.91,4.73,5.0,5.0,4.91,4.82,f
t,Tulane - Gravier,Entire townhouse,Entire home/apt,8,2 baths,4.0,9.0,259.0,1,365,17,47,77,255,182,4.77,4.81,4.71,4.92,4.95,4.42,4.68,t
t,Tulane - Gravier,Entire townhouse,Entire home/apt,8,2 baths,4.0,9.0,306.0,1,365,16,46,76,251,203,4.68,4.78,4.71,4.95,4.94,4.2,4.66,t
t,Treme - Lafitte,Entire rental unit,Entire home/apt,6,1 bath,2.0,4.0,150.0,30,1125,30,60,90,180,210,4.77,4.85,4.84,4.91,4.8,4.79,4.76,f
t,St. Claude,Entire residential home,Entire home/apt,5,2.5 baths,3.0,5.0,203.0,3,14,11,27,49,292,185,4.89,4.86,4.85,4.93,4.94,4.6,4.86,f
f,Treme - Lafitte,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,2500.0,120,1125,29,59,89,179,271,4.8,4.88,4.88,4.95,4.92,4.68,4.72,f
t,Audubon,Entire rental unit,Entire home/apt,4,1 bath,2.0,3.0,101.0,1,1125,2,8,26,42,445,4.82,4.91,4.83,4.96,4.95,4.82,4.87,t
t,Broadmoor,Entire residential home,Entire home/apt,10,2 baths,3.0,10.0,288.0,2,30,18,40,70,282,153,4.92,4.9,4.96,4.98,4.98,4.87,4.91,f
f,Lower Garden District,Entire townhouse,Entire home/apt,4,1 bath,2.0,3.0,400.0,30,365,23,53,83,358,7,5.0,5.0,4.71,5.0,4.86,5.0,4.71,f
t,Audubon,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,89.0,2,4,12,17,43,43,119,4.9,4.97,4.97,4.97,4.97,4.93,4.86,f
t,Central Business District,Entire condominium (condo),Entire home/apt,4,1 bath,2.0,2.0,299.0,3,7,0,0,0,0,14,4.86,4.71,5.0,4.92,5.0,5.0,4.62,t
t,Lower Garden District,Entire residential home,Entire home/apt,5,1.5 baths,2.0,2.0,105.0,30,1125,0,8,38,38,20,4.95,4.95,5.0,5.0,5.0,5.0,4.9,f
t,Central Business District,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,3.0,278.0,3,7,0,0,0,0,32,4.94,4.94,4.97,4.97,5.0,5.0,4.87,t
t,Black Pearl,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,124.0,30,1125,5,26,26,275,163,4.93,4.94,4.94,4.96,4.97,4.88,4.87,f
f,St. Thomas Dev,Entire residential home,Entire home/apt,6,2.5 baths,2.0,3.0,493.0,30,1125,28,58,88,363,17,4.88,5.0,4.88,5.0,5.0,4.59,4.82,f
t,Mid-City,Entire residential home,Entire home/apt,6,1 bath,3.0,3.0,604.0,1,120,0,0,0,0,179,4.89,4.94,4.88,4.97,4.99,4.9,4.88,f
t,Seventh Ward,Entire residential home,Entire home/apt,10,3 baths,3.0,9.0,836.0,30,1125,25,55,85,85,27,4.85,4.77,4.88,4.96,4.96,4.35,4.46,f
f,Treme - Lafitte,Entire townhouse,Entire home/apt,4,2.5 baths,2.0,2.0,225.0,30,365,28,58,88,178,68,4.58,4.7,4.61,4.76,4.73,4.8,4.67,f
f,St. Roch,Private room in residential home,Private room,2,1 shared bath,1.0,2.0,75.0,30,1125,0,0,0,0,101,4.73,4.87,4.65,4.9,4.95,4.73,4.79,f
t,Bywater,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,157.0,2,1125,6,19,38,293,144,4.82,4.84,4.67,4.91,4.87,4.62,4.66,f
t,St. Claude,Entire residential home,Entire home/apt,5,1 bath,2.0,4.0,93.0,2,1125,10,24,45,114,381,4.86,4.86,4.89,4.97,4.98,4.48,4.78,f
f,Mid-City,Private room in hostel,Private room,3,1 bath,1.0,2.0,150.0,30,1125,30,60,90,365,31,4.74,4.74,4.65,4.9,4.87,4.87,4.57,f
t,Audubon,Private room in residential home,Private room,2,1.5 shared baths,1.0,4.0,72.0,1,120,19,26,55,230,116,4.93,4.97,4.83,4.97,4.99,4.93,4.9,t
f,Marigny,Entire residential home,Entire home/apt,8,1 bath,4.0,5.0,130.0,1,365,9,22,40,259,345,4.56,4.64,4.58,4.89,4.89,4.2,4.56,f
t,Seventh Ward,Entire residential home,Entire home/apt,10,5 baths,5.0,10.0,2000.0,30,1125,25,55,85,357,17,4.88,4.75,4.94,4.88,4.88,4.38,4.63,f
t,Marigny,Entire rental unit,Entire home/apt,2,1 bath,1.0,4.0,150.0,2,1125,9,16,46,278,258,4.95,4.95,4.95,4.99,5.0,4.96,4.88,t
f,Marigny,Private room in townhouse,Private room,4,1 private bath,1.0,1.0,150.0,1,1125,14,30,48,115,312,4.68,4.73,4.72,4.87,4.81,4.92,4.68,t
f,Seventh Ward,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,96.0,2,200,15,34,64,319,360,4.8,4.89,4.89,4.89,4.87,4.6,4.73,f
f,French Quarter,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,250.0,32,32,30,60,90,180,69,4.74,4.78,4.75,4.96,4.94,4.97,4.79,f
f,Bayou St. John,Entire residential home,Entire home/apt,5,2 baths,3.0,3.0,675.0,30,1125,0,0,0,0,3,5.0,5.0,4.67,5.0,5.0,4.67,5.0,f
f,Fairgrounds,Entire residential home,Entire home/apt,2,1 bath,1.0,2.0,80.0,1,1125,0,0,0,0,323,4.68,4.74,4.53,4.91,4.91,4.49,4.72,f
t,Fairgrounds,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,265.0,30,1125,0,0,0,0,53,4.75,4.86,4.58,4.96,4.88,4.78,4.84,t
t,French Quarter,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,179.0,30,1125,1,1,1,161,169,4.96,4.99,4.91,5.0,5.0,4.98,4.91,f
t,Mid-City,Entire residential home,Entire home/apt,8,3.5 baths,4.0,4.0,595.0,2,1125,23,38,68,241,129,4.94,4.95,4.82,4.98,4.98,4.89,4.79,t
t,Seventh Ward,Entire residential home,Entire home/apt,2,1 bath,1.0,1.0,70.0,3,10,3,3,30,41,198,4.93,4.96,4.98,4.95,4.96,4.65,4.82,t
t,Seventh Ward,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,102.0,30,1125,3,7,31,274,184,4.91,4.97,4.97,4.96,4.96,4.71,4.86,t
t,Leonidas,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,91.0,3,1125,0,19,44,44,267,4.79,4.84,4.89,4.92,4.95,4.73,4.81,t
t,Lower Garden District,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,299.0,3,7,0,0,0,0,4,5.0,5.0,5.0,5.0,5.0,4.5,5.0,t
t,French Quarter,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,158.0,3,30,7,14,22,213,332,4.93,4.96,4.89,4.97,4.98,4.98,4.88,f
t,City Park,Private room in residential home,Private room,2,1 shared bath,1.0,1.0,69.0,1,1125,0,0,0,18,111,4.73,4.83,4.69,4.96,4.9,4.94,4.88,f
t,Bayou St. John,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,99.0,2,7,8,10,23,207,136,4.82,4.83,4.6,5.0,4.95,4.71,4.76,t
t,Lower Garden District,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,250.0,30,1125,0,0,0,0,2,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f
f,Lower Garden District,Private room in rental unit,Private room,1,1 bath,1.0,1.0,87.0,30,1125,27,57,87,87,97,4.78,4.8,4.8,4.89,4.89,4.77,4.7,f
t,Marigny,Entire residential home,Entire home/apt,4,1 bath,1.0,4.0,181.0,2,60,15,40,70,90,319,4.91,4.91,4.83,4.92,4.96,4.94,4.88,f
t,Central Business District,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,249.0,3,7,0,0,0,0,21,4.95,4.86,4.95,4.86,4.95,4.9,4.81,t
t,Mid-City,Private room in residential home,Private room,2,1 shared bath,1.0,1.0,48.0,1,1125,0,0,0,0,138,4.96,4.96,4.94,4.96,4.99,4.84,4.9,f
t,Mid-City,Entire residential home,Entire home/apt,10,3.5 baths,5.0,7.0,471.0,1,1125,11,31,60,104,117,4.85,4.93,4.69,4.97,4.96,4.9,4.82,f
t,Marigny,Private room in residential home,Private room,2,1 private bath,1.0,1.0,69.0,4,6,8,21,35,81,429,4.88,4.94,4.87,4.9,4.91,4.97,4.94,t
f,Lower Garden District,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,282.0,2,90,30,60,90,359,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
f,Algiers Point,Entire bungalow,Entire home/apt,4,1.5 baths,2.0,3.0,83.0,3,90,10,30,60,60,34,4.7,4.79,4.85,4.91,4.85,4.76,4.76,f
t,Fairgrounds,Entire residential home,Entire home/apt,6,2.5 baths,3.0,4.0,553.0,3,1125,16,38,63,280,32,4.97,4.91,4.88,4.91,5.0,4.81,4.75,f
f,St. Roch,Entire residential home,Entire home/apt,4,1 bath,1.0,1.0,79.0,1,1125,2,16,46,80,447,4.53,4.69,4.63,4.94,4.92,4.33,4.61,f
t,Fairgrounds,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,126.0,2,30,18,37,67,199,99,4.88,4.87,4.87,4.96,4.85,4.91,4.85,t
f,Mid-City,Entire residential home,Entire home/apt,6,2 baths,3.0,3.0,160.0,2,90,10,32,62,144,81,4.76,4.85,4.47,4.93,4.88,4.89,4.79,f
t,Bywater,Entire residential home,Entire home/apt,15,2 baths,5.0,10.0,814.0,1,90,9,26,26,60,112,4.79,4.7,4.58,4.96,4.88,4.56,4.65,f
t,Seventh Ward,Entire residential home,Entire home/apt,10,3 baths,3.0,9.0,850.0,30,35,0,0,0,0,15,4.64,4.57,4.64,4.86,4.86,4.07,4.43,f
t,Lakeview,Private room in residential home,Private room,2,1 private bath,1.0,1.0,64.0,30,30,0,5,35,125,80,4.92,4.97,4.91,4.96,4.97,4.89,4.91,f
t,Central City,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,91.0,30,1125,5,33,33,87,86,4.87,4.83,4.74,5.0,4.95,4.88,4.88,f
t,Marigny,Entire residential home,Entire home/apt,6,2 baths,3.0,2.0,365.0,30,1125,6,36,52,252,40,4.9,4.95,4.85,4.97,4.93,4.77,4.85,f
f,Bywater,Private room in residential home,Private room,2,1 shared bath,1.0,1.0,51.0,1,1125,5,20,46,46,540,4.6,4.73,4.43,4.9,4.89,4.69,4.59,t
f,Marigny,Private room in guesthouse,Private room,2,1 private bath,1.0,1.0,178.0,2,1125,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
f,Audubon,Entire residential home,Entire home/apt,8,3.5 baths,4.0,6.0,900.0,30,1125,30,60,90,365,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
t,Bywater,Entire residential home,Entire home/apt,6,1 bath,3.0,3.0,174.0,1,1125,9,22,52,170,357,4.93,4.95,4.88,4.97,4.98,4.9,4.86,t
t,Bywater,Entire residential home,Entire home/apt,6,1 bath,3.0,3.0,185.0,1,1125,17,32,54,172,168,4.96,4.97,4.86,4.98,4.96,4.97,4.92,f
t,Central City,Entire residential home,Entire home/apt,15,2 baths,5.0,5.0,671.0,30,1125,16,28,46,252,52,4.98,4.82,4.94,4.98,4.98,4.88,4.75,t
f,West Riverside,Entire townhouse,Entire home/apt,4,3 baths,3.0,3.0,495.0,30,1125,0,0,0,0,27,4.81,4.89,4.85,4.89,4.96,4.93,4.81,f
t,Audubon,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,106.0,2,30,10,35,46,46,139,4.95,5.0,4.95,4.98,4.97,4.91,4.92,t
f,Marigny,Entire condominium (condo),Entire home/apt,2,1 bath,1.0,2.0,116.0,30,60,10,33,43,79,163,4.86,4.96,4.75,4.94,4.95,4.88,4.79,f
f,Central Business District,Entire townhouse,Entire home/apt,16,5 baths,5.0,15.0,1652.0,2,90,17,42,59,283,11,4.91,4.91,5.0,5.0,5.0,5.0,4.91,f
t,Central City,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,4.0,225.0,30,1125,3,28,58,139,40,4.9,4.93,4.95,4.98,4.98,4.63,4.68,f
t,Central City,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,124.0,30,1125,0,1,1,75,27,4.96,4.96,4.96,5.0,5.0,4.85,4.96,f
t,Treme - Lafitte,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,101.0,2,1125,4,10,23,28,442,4.88,4.92,4.84,4.94,4.93,4.72,4.86,f
t,St. Claude,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,79.0,2,365,13,21,46,298,242,4.8,4.84,4.61,4.93,4.95,4.83,4.84,t
f,Central City,Entire guesthouse,Entire home/apt,2,1 bath,1.0,1.0,97.0,3,1125,18,42,72,160,240,4.81,4.86,4.8,4.96,4.94,4.96,4.78,t
f,Freret,Entire rental unit,Entire home/apt,4,1.5 baths,2.0,2.0,120.0,2,1125,0,0,0,88,82,4.71,4.89,4.71,4.91,4.87,4.92,4.83,t
f,Marigny,Entire residential home,Entire home/apt,4,2 baths,2.0,2.0,170.0,30,180,0,0,0,0,32,4.94,5.0,4.84,4.88,5.0,4.94,5.0,f
t,Bayou St. John,Entire residential home,Entire home/apt,6,3 baths,3.0,4.0,600.0,2,1125,29,32,32,32,21,4.95,4.95,4.95,5.0,5.0,5.0,4.95,f
f,Central City,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,141.0,2,30,0,3,33,33,2,5.0,4.5,5.0,5.0,4.5,5.0,4.5,f
f,Central City,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,116.0,2,30,0,3,33,33,1,5.0,4.0,5.0,5.0,5.0,5.0,4.0,f
t,Irish Channel,Entire residential home,Entire home/apt,6,2.5 baths,3.0,3.0,309.0,3,30,2,10,39,88,271,4.94,4.96,4.77,4.99,4.98,4.97,4.88,f
t,Mid-City,Entire rental unit,Entire home/apt,8,1 bath,3.0,4.0,192.0,30,1125,23,44,74,296,67,4.77,4.82,4.68,4.92,4.92,4.85,4.66,f
f,Seventh Ward,Entire residential home,Entire home/apt,8,1 bath,4.0,4.0,130.0,1,365,14,28,39,252,314,4.62,4.73,4.64,4.93,4.94,4.34,4.72,f
t,East Riverside,Entire cottage,Entire home/apt,6,2 baths,2.0,3.0,279.0,2,1125,25,55,85,353,161,4.84,4.92,4.92,4.91,4.75,4.82,4.84,t
t,Bywater,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,80.0,3,29,0,0,0,66,61,4.93,4.85,4.93,4.97,5.0,4.95,4.87,f
t,Marigny,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,119.0,3,1125,17,32,62,156,173,4.84,4.85,4.82,4.94,4.94,4.86,4.74,f
f,Leonidas,Entire residential home,Entire home/apt,10,3 baths,5.0,5.0,517.0,30,1125,0,4,34,309,29,4.63,4.77,4.62,5.0,4.96,4.78,4.67,f
t,Seventh Ward,Entire residential home,Entire home/apt,8,2 baths,2.0,7.0,450.0,30,1125,0,0,0,0,32,4.77,4.9,4.61,4.97,4.9,4.45,4.68,f
t,Mid-City,Private room in residential home,Private room,2,2.5 shared baths,1.0,2.0,68.0,1,1125,0,0,0,0,119,4.88,4.93,4.86,4.91,4.88,4.84,4.84,f
f,Gentilly Terrace,Private room in residential home,Private room,2,1 bath,1.0,1.0,95.0,2,1125,28,51,81,356,49,4.9,4.86,4.84,4.96,4.98,4.76,4.86,f
t,Audubon,Entire cottage,Entire home/apt,4,2 baths,2.0,2.0,307.0,3,1125,16,36,45,304,25,4.88,5.0,4.92,4.92,4.96,5.0,4.88,f
t,Central City,Private room in residential home,Private room,2,1 private bath,1.0,1.0,90.0,3,10,5,14,25,25,96,4.82,4.95,4.81,4.97,4.94,4.7,4.89,f
f,St. Bernard Area,Private room in earth house,Private room,1,1 private bath,1.0,1.0,55.0,30,90,4,33,63,63,55,4.78,4.89,4.85,4.91,4.91,4.67,4.69,f
t,Fairgrounds,Entire townhouse,Entire home/apt,4,2 baths,2.0,2.0,249.0,3,1125,14,33,53,100,32,4.97,4.88,5.0,5.0,5.0,5.0,5.0,f
t,Irish Channel,Entire guest suite,Entire home/apt,4,1 bath,1.0,2.0,97.0,2,1125,12,27,57,102,322,4.77,4.81,4.85,4.92,4.89,4.81,4.82,f
f,Central City,Room in boutique hotel,Private room,4,1 private bath,1.0,2.0,347.0,2,1125,30,60,90,365,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
t,Broadmoor,Private room in residential home,Private room,2,1 shared bath,1.0,1.0,220.0,30,30,30,60,90,180,28,4.89,4.93,4.68,4.93,4.93,4.85,4.48,t
f,Treme - Lafitte,Private room in guest suite,Private room,2,1 shared bath,1.0,1.0,119.0,2,1125,27,57,87,239,16,4.73,4.87,4.73,4.6,4.73,4.67,4.53,t
f,Treme - Lafitte,Entire residential home,Entire home/apt,10,2.5 baths,5.0,10.0,321.0,2,1125,18,48,67,213,88,4.77,4.84,4.33,4.93,4.88,4.81,4.56,t
f,Treme - Lafitte,Entire rental unit,Entire home/apt,6,1.5 baths,2.0,2.0,250.0,30,1125,21,51,81,100,45,4.47,4.31,4.22,4.56,4.47,4.49,4.36,f
f,Marigny,Entire residential home,Entire home/apt,6,2.5 baths,3.0,7.0,405.0,2,1125,25,55,76,240,81,4.63,4.73,4.66,4.76,4.73,4.65,4.53,t
t,Marigny,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,187.0,3,29,17,47,77,90,140,4.99,4.98,4.98,5.0,4.99,4.94,4.86,f
f,East Carrollton,Entire residential home,Entire home/apt,6,2 baths,2.0,3.0,179.0,2,1125,0,0,0,0,20,4.83,4.76,4.56,5.0,5.0,4.83,4.83,f
t,Lower Garden District,Entire residential home,Entire home/apt,2,1 bath,1.0,1.0,127.0,30,65,21,23,31,96,71,4.94,4.86,4.87,4.97,4.97,4.85,4.86,t
t,Seventh Ward,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,100.0,2,69,3,16,40,182,52,5.0,4.98,4.92,5.0,5.0,4.79,4.94,t
f,Leonidas,Entire residential home,Entire home/apt,2,1 bath,1.0,1.0,107.0,4,90,10,18,18,18,52,4.7,4.84,4.86,4.86,4.96,4.69,4.71,t
f,Gentilly Terrace,Entire residential home,Entire home/apt,6,2 baths,3.0,2.0,99.0,30,800,1,31,61,336,164,4.83,4.88,4.88,4.92,4.93,4.87,4.84,t
f,Marigny,Entire residential home,Entire home/apt,8,2 baths,4.0,5.0,617.0,2,30,22,52,53,312,177,4.73,4.73,4.67,4.8,4.79,4.92,4.64,f
f,French Quarter,Entire condominium (condo),Entire home/apt,14,2 baths,4.0,8.0,1000.0,30,1125,30,60,90,365,56,4.61,4.55,4.53,4.82,4.75,4.88,4.48,f
t,St. Roch,Entire residential home,Entire home/apt,6,2 baths,3.0,5.0,241.0,3,1125,13,36,63,287,125,4.62,4.84,4.52,4.89,4.82,4.55,4.72,f
