host_is_superhost,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
f,Marigny,Private room in rental unit,Private room,2,1 bath,1.0,1.0,127.0,1,1125,15,42,69,334,16,4.44,4.5,4.44,4.38,4.5,4.5,4.56,t
f,Marigny,Private room in rental unit,Private room,2,1 bath,1.0,1.0,127.0,1,1125,14,41,68,241,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
t,Treme - Lafitte,Entire residential home,Entire home/apt,4,1 bath,2.0,3.0,139.0,1,1125,13,39,69,236,15,5.0,5.0,5.0,5.0,5.0,4.6,5.0,t
f,Holy Cross,Entire rental unit,Entire home/apt,6,1 bath,2.0,2.0,142.0,1,1125,22,52,82,85,33,4.55,4.64,4.64,4.85,4.88,3.91,4.42,f
f,Holy Cross,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,142.0,1,1125,17,47,77,80,21,4.57,4.62,4.38,4.71,4.71,4.29,4.48,f
t,Central City,Entire residential home,Entire home/apt,10,3 baths,3.0,7.0,375.0,2,60,14,33,52,262,39,4.95,4.95,5.0,5.0,5.0,4.59,4.97,t
f,Marigny,Private room in rental unit,Private room,2,1 bath,1.0,1.0,115.0,1,1125,13,40,67,240,14,4.79,4.79,4.93,4.93,4.86,4.86,4.86,t
t,Behrman,Entire residential home,Entire home/apt,6,1.5 baths,3.0,4.0,300.0,1,1125,1,31,61,148,28,4.82,4.82,4.79,4.93,4.93,4.86,4.75,t
t,Lower Garden District,Entire guest suite,Entire home/apt,4,1 bath,1.0,2.0,200.0,2,1125,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,Seventh Ward,Entire guest suite,Entire home/apt,4,2 baths,2.0,2.0,375.0,3,30,0,0,4,84,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
f,Treme - Lafitte,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,123.0,2,1125,22,52,82,82,20,4.55,4.7,4.75,4.7,4.95,3.95,4.15,t
f,Marigny,Entire residential home,Entire home/apt,16,11 baths,11.0,16.0,1985.0,2,30,19,30,60,289,6,4.17,4.17,4.17,4.17,3.83,4.83,4.33,t
f,Lower Garden District,Entire rental unit,Entire home/apt,8,2 baths,3.0,4.0,260.0,1,365,0,0,0,0,30,4.87,4.87,4.9,4.87,4.87,4.87,4.97,t
f,Lower Garden District,Entire rental unit,Entire home/apt,8,2 baths,3.0,4.0,248.0,1,365,20,50,74,323,22,4.55,4.59,4.55,4.73,4.55,4.5,4.64,t
f,Lower Garden District,Entire rental unit,Entire home/apt,8,2 baths,3.0,4.0,260.0,1,365,16,46,76,332,13,4.69,4.92,4.69,4.77,4.77,4.69,4.69,t
f,Central Business District,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,258.0,1,365,22,52,82,345,8,4.5,4.63,4.38,4.5,5.0,4.88,5.0,t
f,Central Business District,Entire rental unit,Entire home/apt,6,2 baths,2.0,4.0,254.0,1,365,23,41,71,346,6,4.83,4.83,4.83,5.0,4.67,5.0,5.0,t
f,Central Business District,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,248.0,1,365,18,48,78,353,9,4.89,4.56,4.78,4.78,4.89,4.89,5.0,t
f,Central Business District,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,177.0,1,365,20,50,80,355,23,4.7,4.48,4.74,4.74,4.78,4.83,4.65,t
f,Central Business District,Entire rental unit,Entire home/apt,6,2 baths,2.0,4.0,254.0,1,365,24,54,84,359,8,4.5,4.88,4.25,4.5,4.5,4.88,4.63,t
f,Central Business District,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,258.0,1,365,7,37,67,332,21,4.71,4.95,4.76,4.86,4.9,4.71,4.76,t
f,Central Business District,Entire rental unit,Entire home/apt,6,2 baths,2.0,4.0,254.0,1,365,20,50,80,355,2,1.5,2.0,2.5,3.5,2.0,4.5,2.0,t
f,Central Business District,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,258.0,1,365,15,41,71,346,10,4.6,4.8,4.5,4.5,4.5,5.0,4.8,t
f,Central City,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,245.0,1,365,0,0,4,279,12,4.67,4.67,4.75,4.58,4.83,4.83,4.67,t
f,Central Business District,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,258.0,1,365,27,57,87,357,7,4.57,4.29,4.86,4.57,4.71,5.0,4.57,t
f,Central Business District,Entire rental unit,Entire home/apt,6,2 baths,2.0,4.0,254.0,1,365,25,55,85,360,6,5.0,4.67,4.83,5.0,5.0,5.0,5.0,t
f,Central Business District,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,258.0,1,365,14,44,74,338,16,4.88,5.0,5.0,4.75,4.94,4.94,4.94,t
f,Central Business District,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,177.0,1,365,16,46,76,351,14,4.5,4.43,4.57,4.21,4.79,4.79,4.5,t
f,Central City,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,258.0,1,365,0,13,43,315,6,4.83,5.0,4.67,4.5,5.0,5.0,5.0,t
f,Central Business District,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,177.0,1,365,24,49,77,352,29,4.52,4.31,4.69,4.48,4.52,4.86,4.45,t
f,Central Business District,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,258.0,1,365,25,55,85,356,16,4.63,4.81,4.56,4.75,4.94,4.81,4.75,t
t,Seventh Ward,Entire residential home,Entire home/apt,10,3.5 baths,5.0,7.0,271.0,2,15,19,29,53,304,10,5.0,5.0,5.0,4.8,5.0,4.9,4.9,f
f,Marigny,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,149.0,2,365,16,46,76,351,9,4.33,4.67,4.11,4.78,4.22,4.67,4.22,f
t,French Quarter,Entire rental unit,Entire home/apt,10,5.5 baths,5.0,9.0,367.0,1,60,21,44,74,159,10,5.0,5.0,5.0,5.0,5.0,4.9,5.0,t
t,Treme - Lafitte,Entire rental unit,Entire home/apt,10,3.5 baths,5.0,10.0,599.0,1,60,3,33,63,145,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
t,Treme - Lafitte,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,168.0,1,1125,18,48,78,173,5,5.0,4.8,5.0,4.6,5.0,5.0,5.0,t
t,Treme - Lafitte,Entire rental unit,Entire home/apt,4,2 baths,2.0,4.0,92.0,1,1125,0,3,20,20,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
t,Central Business District,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,235.0,2,182,0,30,60,335,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Central Business District,Entire condominium (condo),Entire home/apt,4,1 bath,1.0,2.0,235.0,2,182,16,46,76,351,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Central Business District,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,3.0,403.0,2,182,0,0,0,2,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Central Business District,Entire condominium (condo),Entire home/apt,6,2 baths,2.0,3.0,403.0,2,182,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,Old Aurora,Entire residential home,Entire home/apt,8,2.5 baths,4.0,5.0,267.0,1,1125,30,60,90,362,3,5.0,5.0,5.0,5.0,4.67,5.0,5.0,t
f,Seventh Ward,Entire residential home,Entire home/apt,8,2 baths,3.0,5.0,249.0,2,1125,19,35,35,35,18,4.72,4.78,4.61,4.89,4.83,4.78,4.67,f
f,Plum Orchard,Entire residential home,Entire home/apt,8,2 baths,3.0,4.0,120.0,30,365,6,15,33,141,2,5.0,5.0,5.0,5.0,5.0,4.0,5.0,t
t,Dillard,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,80.0,1,1125,0,0,14,14,11,4.82,5.0,4.91,5.0,5.0,4.91,4.73,f
f,Treme - Lafitte,Entire residential home,Entire home/apt,2,1 bath,1.0,1.0,150.0,30,1125,0,0,0,85,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
f,Mcdonogh,Entire residential home,Entire home/apt,3,1 bath,1.0,1.0,51.0,2,1125,0,0,0,249,5,3.8,4.2,4.4,4.4,4.0,3.8,4.2,f
f,St. Roch,Entire residential home,Entire home/apt,5,1 bath,2.0,3.0,65.0,2,1125,1,1,1,248,15,4.47,4.47,4.67,4.47,4.47,4.13,4.4,f
f,Florida Area,Private room in residential home,Private room,1,1.5 shared baths,1.0,1.0,30.0,1,4,0,0,0,0,2,5.0,4.5,5.0,5.0,5.0,4.0,4.5,f
t,Treme - Lafitte,Entire residential home,Entire home/apt,6,3.5 baths,3.0,3.0,419.0,3,30,9,9,9,9,30,5.0,5.0,5.0,5.0,5.0,4.9,4.9,f
f,St. Claude,Entire residential home,Entire home/apt,6,2 baths,3.0,3.0,179.0,2,1125,14,31,61,61,19,4.68,4.74,4.74,5.0,5.0,4.42,4.68,t
f,Central City,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,56.0,3,5,7,12,32,305,11,5.0,5.0,4.91,5.0,5.0,4.55,4.82,f
t,Tulane - Gravier,Entire residential home,Entire home/apt,6,2 baths,3.0,6.0,300.0,3,1125,30,56,86,344,7,4.71,5.0,5.0,5.0,5.0,4.71,5.0,t
t,Central Business District,Entire rental unit,Entire home/apt,10,4 baths,4.0,4.0,754.0,1,365,20,41,62,294,7,5.0,5.0,5.0,5.0,5.0,5.0,4.86,t
t,Central Business District,Entire rental unit,Entire home/apt,10,4 baths,4.0,5.0,754.0,30,365,13,35,58,279,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Central Business District,Entire rental unit,Entire home/apt,12,5.5 baths,5.0,5.0,976.0,3,365,10,25,40,234,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Marigny,Entire residential home,Entire home/apt,4,1 bath,1.0,2.0,139.0,2,1125,20,50,80,80,35,4.66,4.66,4.77,4.57,4.6,4.8,4.54,t
t,Central City,Entire residential home,Entire home/apt,10,3 baths,3.0,5.0,420.0,1,365,17,36,61,294,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
f,Holy Cross,Entire rental unit,Entire home/apt,6,2 baths,3.0,3.0,184.0,2,28,21,50,67,67,32,4.53,4.75,4.75,4.56,4.69,4.44,4.69,t
f,Tulane - Gravier,Entire residential home,Entire home/apt,16,8 baths,8.0,10.0,1598.0,3,29,24,40,68,175,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
f,Central Business District,Entire loft,Entire home/apt,2,1 bath,1.0,1.0,387.0,2,32,0,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
f,Holy Cross,Entire residential home,Entire home/apt,16,5 baths,6.0,14.0,315.0,2,28,14,33,60,284,5,5.0,5.0,5.0,5.0,5.0,4.4,5.0,f
t,St. Roch,Entire residential home,Entire home/apt,8,2 baths,4.0,4.0,255.0,2,30,14,44,70,70,11,4.82,4.91,4.64,5.0,4.91,4.55,4.82,f
f,Marigny,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,171.0,2,1125,17,23,43,100,16,4.56,4.5,4.31,5.0,4.94,4.94,4.69,t
f,Milan,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,95.0,2,90,25,55,85,339,4,4.25,4.5,4.75,4.75,4.75,4.75,4.0,f
f,Irish Channel,Entire residential home,Entire home/apt,6,2 baths,3.0,4.0,257.0,2,1125,12,33,61,297,10,5.0,4.9,5.0,4.9,5.0,5.0,4.8,t
f,St. Roch,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,65.0,30,1125,12,25,26,275,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
t,Bywater,Entire residential home,Entire home/apt,10,4.5 baths,5.0,6.0,743.0,3,1125,25,55,85,256,18,4.94,4.94,4.94,5.0,5.0,4.83,4.72,f
t,Central City,Entire condominium (condo),Entire home/apt,2,1 bath,1.0,1.0,90.0,30,1125,0,18,26,230,5,5.0,5.0,5.0,5.0,5.0,5.0,4.8,t
f,French Quarter,Entire residential home,Entire home/apt,8,2 baths,4.0,4.0,165.0,30,365,0,0,0,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
t,Central Business District,Entire rental unit,Entire home/apt,10,4 baths,4.0,4.0,754.0,1,365,13,28,42,252,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Audubon,Entire rental unit,Entire home/apt,4,1 bath,1.0,1.0,220.0,30,1125,30,60,90,180,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
t,Bayou St. John,Entire residential home,Entire home/apt,5,1 bath,1.0,2.0,141.0,1,120,24,54,84,359,13,5.0,5.0,5.0,4.85,5.0,4.85,5.0,t
t,Tulane - Gravier,Entire residential home,Entire home/apt,6,2.5 baths,3.0,4.0,194.0,2,1125,5,7,7,7,9,5.0,5.0,4.89,5.0,5.0,4.89,4.89,f
t,Central Business District,Entire condominium (condo),Entire home/apt,16,4 baths,5.0,14.0,928.0,1,7,6,23,43,284,11,4.82,4.91,4.82,4.82,4.73,5.0,4.73,t
t,Treme - Lafitte,Entire residential home,Entire home/apt,2,1 bath,1.0,1.0,239.0,3,14,5,25,55,77,14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
f,Irish Channel,Entire residential home,Entire home/apt,4,2 baths,2.0,2.0,207.0,1,1125,18,42,72,72,30,4.9,4.93,4.9,4.93,4.93,5.0,4.8,f
f,Central Business District,Shared room in rental unit,Shared room,1,7 shared baths,1.0,4.0,37.0,1,365,29,59,89,315,9,4.44,4.44,4.56,4.89,4.89,4.89,4.89,t
f,Central Business District,Private room in rental unit,Private room,2,1 private bath,1.0,1.0,95.0,1,365,20,48,78,304,31,4.48,4.61,4.61,4.65,4.65,4.81,4.71,t
f,Central Business District,Private room in rental unit,Private room,4,3 shared baths,1.0,4.0,122.0,1,365,22,45,45,45,26,4.42,4.65,4.31,4.73,4.58,4.88,4.65,t
f,Central Business District,Private room in rental unit,Private room,2,1 shared bath,1.0,2.0,85.0,1,365,16,32,32,32,2,3.0,4.5,5.0,5.0,4.0,5.0,3.0,t
f,Central Business District,Private room in rental unit,Private room,2,1 shared bath,1.0,2.0,63.0,1,365,17,37,67,297,13,3.31,3.85,3.31,4.15,3.92,4.62,3.85,t
f,Seventh Ward,Entire residential home,Entire home/apt,8,2 baths,2.0,4.0,471.0,2,1125,30,60,90,267,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
f,Central Business District,Entire condominium (condo),Entire home/apt,2,1.5 baths,1.0,1.0,128.0,30,1125,6,36,54,207,2,4.5,5.0,5.0,5.0,4.5,5.0,5.0,t
f,Gentilly Terrace,Entire guest suite,Entire home/apt,5,1 bath,2.0,3.0,95.0,2,1125,20,49,79,79,12,4.67,4.67,4.67,4.5,5.0,4.5,4.58,f
f,Leonidas,Shared room in rental unit,Shared room,1,1 shared bath,1.0,1.0,35.0,30,1125,30,60,90,365,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,St. Claude,Entire residential home,Entire home/apt,6,1 bath,3.0,3.0,120.0,30,1125,6,36,66,341,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Touro,Entire condominium (condo),Entire home/apt,2,2 baths,1.0,1.0,268.0,2,17,16,29,38,63,23,5.0,5.0,5.0,5.0,5.0,5.0,4.96,f
t,French Quarter,Entire townhouse,Entire home/apt,4,1 bath,2.0,2.0,302.0,3,1125,8,22,37,237,30,4.93,4.97,4.97,5.0,5.0,5.0,5.0,t
t,French Quarter,Entire townhouse,Entire home/apt,4,1 bath,2.0,2.0,282.0,3,1125,13,29,54,267,22,5.0,4.95,5.0,5.0,5.0,5.0,5.0,t
f,Treme - Lafitte,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,137.0,2,1125,24,54,84,84,29,4.41,4.48,4.59,4.62,4.76,4.1,4.45,t
f,Treme - Lafitte,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,134.0,2,1125,22,52,82,82,23,4.52,4.61,4.48,4.83,4.61,4.26,4.61,t
f,Seventh Ward,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,125.0,2,1125,20,50,80,80,20,4.8,4.8,4.85,4.8,4.9,4.3,4.75,t
f,Seventh Ward,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,121.0,2,1125,25,55,85,85,18,4.83,4.72,4.72,5.0,4.83,4.33,4.78,t
f,Seventh Ward,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,123.0,2,1125,23,53,83,83,10,4.6,4.6,4.8,5.0,4.8,4.0,4.5,t
f,Central Business District,Room in boutique hotel,Private room,4,1 private bath,1.0,3.0,423.0,1,14,26,56,86,345,3,4.0,5.0,5.0,3.0,3.33,5.0,4.67,t
t,Central City,Entire residential home,Entire home/apt,10,4.5 baths,5.0,5.0,593.0,2,1125,18,28,48,294,17,4.24,4.18,4.53,4.59,4.47,4.35,4.47,f
f,Central City,Entire residential home,Entire home/apt,6,2.5 baths,3.0,3.0,250.0,3,365,15,27,57,132,20,4.45,4.35,4.2,4.6,4.45,3.8,4.45,f
f,St. Roch,Entire residential home,Entire home/apt,2,1 bath,1.0,1.0,90.0,30,365,7,37,67,342,2,3.0,3.0,3.5,3.0,3.0,3.5,3.0,t
t,Lower Garden District,Entire rental unit,Entire home/apt,2,1 bath,1.0,2.0,110.0,30,36,0,0,0,207,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
f,Milan,Entire residential home,Entire home/apt,12,2.5 baths,4.0,6.0,434.0,2,1125,8,15,32,35,6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
f,Central City,Entire condominium (condo),Entire home/apt,16,4 baths,7.0,9.0,613.0,1,112,21,43,73,345,29,4.48,4.1,4.76,4.59,4.52,4.38,4.45,t
f,Central Business District,Room in boutique hotel,Private room,4,1 private bath,1.0,1.0,145.0,1,1125,0,0,0,19,5,4.4,4.6,5.0,4.6,4.8,4.6,4.6,t
f,City Park,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,60.0,2,6,0,0,0,0,6,4.5,4.33,5.0,5.0,4.33,5.0,4.67,t
f,Mid-City,Entire cottage,Entire home/apt,8,2.5 baths,3.0,3.0,1000.0,2,1125,30,60,90,365,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,St. Roch,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,129.0,2,62,13,36,65,89,25,5.0,5.0,5.0,5.0,4.96,5.0,5.0,f
f,Seventh Ward,Entire rental unit,Entire home/apt,6,2 baths,2.0,3.0,245.0,4,1125,22,52,82,82,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
t,Leonidas,Entire townhouse,Entire home/apt,2,1 bath,1.0,1.0,84.0,1,360,8,23,45,58,37,4.97,5.0,4.97,4.95,5.0,4.92,4.95,f
t,Irish Channel,Entire residential home,Entire home/apt,12,3 baths,5.0,5.0,857.0,3,1125,15,45,75,311,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,Treme - Lafitte,Entire rental unit,Entire home/apt,14,4 baths,4.0,7.0,632.0,4,1125,16,46,76,76,6,4.5,4.83,4.33,5.0,5.0,4.33,4.5,t
f,Old Aurora,Entire residential home,Entire home/apt,10,3 baths,5.0,8.0,454.0,2,1125,7,35,61,336,13,4.31,4.54,4.62,4.77,4.23,4.62,4.38,t
f,Treme - Lafitte,Entire residential home,Entire home/apt,16,8 baths,9.0,10.0,1112.0,4,1125,16,46,76,76,2,2.0,2.0,2.0,2.5,3.0,2.0,2.5,t
t,Central Business District,Entire condominium (condo),Entire home/apt,2,1 bath,1.0,1.0,134.0,2,1125,9,19,41,118,20,4.8,4.8,4.9,4.9,4.7,4.9,4.65,f
f,Marigny,Entire residential home,Entire home/apt,10,2 baths,4.0,5.0,406.0,3,365,11,30,60,335,20,4.95,4.85,5.0,5.0,4.9,4.9,4.9,f
t,Central City,Entire residential home,Entire home/apt,15,3 baths,4.0,4.0,653.0,3,40,13,29,55,260,8,4.5,4.63,4.5,4.75,4.88,4.63,4.5,t
f,Bywater,Entire residential home,Entire home/apt,4,2 baths,2.0,1.0,80.0,30,85,0,0,0,0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
f,St. Roch,Entire residential home,Entire home/apt,4,1 bath,2.0,3.0,125.0,3,1125,21,43,62,124,3,3.33,3.67,3.33,3.67,3.67,3.67,3.67,t
t,Marigny,Entire residential home,Entire home/apt,6,1.5 baths,3.0,4.0,247.0,2,1125,4,11,20,121,43,5.0,5.0,4.98,5.0,5.0,4.95,4.98,t
t,Tulane - Gravier,Entire residential home,Entire home/apt,12,1 bath,4.0,5.0,106.0,2,62,9,18,34,259,49,4.76,4.86,4.82,4.86,4.76,4.88,4.82,f
t,Mid-City,Entire residential home,Entire home/apt,12,4.5 baths,4.0,6.0,318.0,3,365,26,53,72,270,14,4.64,4.64,4.5,4.71,4.71,4.5,4.57,t
f,Seventh Ward,Entire residential home,Entire home/apt,5,1 bath,2.0,2.0,167.0,2,28,21,51,81,352,15,4.73,4.8,4.67,5.0,4.93,4.33,4.6,f
t,Mid-City,Entire residential home,Entire home/apt,12,2.5 baths,3.0,7.0,256.0,3,1125,24,54,84,177,14,4.93,4.93,5.0,5.0,5.0,4.64,4.86,t
f,Leonidas,Shared room in residential home,Shared room,1,1 shared bath,1.0,1.0,40.0,30,1125,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Mid-City,Entire residential home,Entire home/apt,12,2.5 baths,3.0,7.0,247.0,3,365,27,57,83,175,8,4.75,5.0,5.0,5.0,5.0,4.63,4.88,t
t,Lower Garden District,Entire serviced apartment,Entire home/apt,4,1 bath,2.0,2.0,274.0,2,28,29,58,88,260,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
f,Central City,Entire condominium (condo),Entire home/apt,8,3 baths,3.0,3.0,125.0,1,60,5,10,33,288,45,4.47,4.51,4.51,4.64,4.38,4.56,4.44,t
f,Mid-City,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,100.0,2,180,17,35,61,226,20,4.65,4.95,4.8,4.95,5.0,4.8,4.8,t
t,Touro,Entire condominium (condo),Entire home/apt,2,1 bath,1.0,2.0,68.0,30,1125,0,0,0,0,3,5.0,4.67,4.33,5.0,5.0,5.0,4.67,t
t,Mid-City,Entire residential home,Entire home/apt,12,2 baths,3.0,6.0,316.0,3,365,21,51,81,189,20,4.9,5.0,4.7,5.0,5.0,4.8,4.9,t
t,Mid-City,Entire residential home,Entire home/apt,14,3 baths,5.0,7.0,450.0,3,365,25,55,85,185,7,4.86,5.0,5.0,5.0,5.0,4.86,5.0,t
t,Mid-City,Entire residential home,Entire home/apt,12,2 baths,4.0,6.0,268.0,3,1125,17,44,67,146,23,4.91,4.78,4.83,5.0,4.96,4.87,4.74,t
t,Central City,Entire serviced apartment,Entire home/apt,4,1 bath,2.0,2.0,286.0,2,1125,29,59,89,261,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
t,Lower Garden District,Entire serviced apartment,Entire home/apt,4,1 bath,2.0,2.0,286.0,2,1125,29,59,89,261,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
f,Leonidas,Shared room in rental unit,Shared room,2,1 shared bath,1.0,2.0,70.0,30,1125,30,60,90,365,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,French Quarter,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,129.0,30,1125,1,27,30,150,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
f,St. Roch,Entire residential home,Entire home/apt,6,2 baths,3.0,4.0,137.0,3,1125,10,23,44,314,7,4.43,4.43,4.29,4.43,4.29,4.29,4.29,t
f,Central Business District,Room in hotel,Private room,4,1 private bath,1.0,1.0,90.0,6,6,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
f,Lower Garden District,Entire rental unit,Entire home/apt,4,1 bath,2.0,2.0,133.0,2,90,16,35,35,35,11,4.82,4.91,4.82,4.82,5.0,5.0,4.64,f
t,St. Roch,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,134.0,2,60,7,33,63,338,14,5.0,5.0,5.0,5.0,5.0,4.93,5.0,f
t,Seventh Ward,Entire residential home,Entire home/apt,8,2.5 baths,4.0,6.0,217.0,1,15,16,25,25,25,10,5.0,4.9,5.0,5.0,5.0,4.6,5.0,f
t,Seventh Ward,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,274.0,2,15,0,0,0,0,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
t,Uptown,Entire guesthouse,Entire home/apt,4,1 bath,1.0,1.0,169.0,3,1125,17,28,46,126,33,4.97,4.97,5.0,5.0,4.97,5.0,4.94,t
t,Gert Town,Shared room in residential home,Shared room,1,1 shared bath,1.0,4.0,14.0,30,90,15,45,75,75,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
t,Lower Garden District,Entire residential home,Entire home/apt,16,11 baths,9.0,11.0,1499.0,2,21,1,12,28,228,2,5.0,5.0,4.5,5.0,5.0,5.0,5.0,t
f,Uptown,Entire residential home,Entire home/apt,7,2 baths,3.0,3.0,120.0,360,360,29,59,89,89,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
t,Gert Town,Shared room in residential home,Shared room,1,1 shared bath,1.0,4.0,16.0,30,90,0,21,51,51,1,5.0,5.0,3.0,5.0,5.0,4.0,5.0,t
f,Treme - Lafitte,Entire guest suite,Entire home/apt,2,1 bath,1.0,1.0,144.0,2,7,27,57,87,177,5,5.0,5.0,5.0,5.0,5.0,5.0,4.8,f
f,Treme - Lafitte,Entire residential home,Entire home/apt,2,1 bath,1.0,1.0,150.0,1,7,30,60,90,90,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
t,Gert Town,Shared room in residential home,Shared room,1,1 shared bath,1.0,4.0,14.0,30,90,15,45,75,75,2,4.5,5.0,5.0,5.0,5.0,5.0,5.0,t
f,Bayou St. John,Private room in bed and breakfast,Private room,16,8 baths,8.0,17.0,900.0,1,14,0,0,0,0,7,4.86,4.86,5.0,5.0,4.86,4.71,4.86,t
f,Audubon,Entire residential home,Entire home/apt,4,1 bath,2.0,1.0,200.0,7,30,0,0,0,20,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,f
f,Bayou St. John,Entire residential home,Entire home/apt,4,1 bath,2.0,2.0,100.0,1,1125,10,20,50,135,16,4.69,5.0,4.75,5.0,4.75,4.81,4.75,t
t,Central City,Entire residential home,Entire home/apt,15,2 baths,5.0,5.0,632.0,3,35,15,25,43,246,10,5.0,5.0,5.0,5.0,5.0,4.9,5.0,t
t,Seventh Ward,Entire rental unit,Entire home/apt,10,3 baths,4.0,5.0,1481.0,3,1125,11,33,55,68,4,5.0,5.0,5.0,5.0,5.0,4.75,4.5,f
t,Seventh Ward,Entire rental unit,Entire home/apt,10,3 baths,5.0,8.0,1637.0,3,1125,13,30,50,58,6,4.83,4.67,4.67,4.67,5.0,5.0,4.67,f
f,Leonidas,Shared room in residential home,Shared room,1,1 shared bath,1.0,1.0,33.0,30,1125,30,60,90,365,0,4.86,4.91,4.88,4.96,4.95,4.87,4.83,t
t,Treme - Lafitte,Entire residential home,Entire home/apt,10,3 baths,5.0,6.0,677.0,2,1125,22,46,76,351,24,4.88,4.88,4.92,4.96,4.96,4.58,4.75,t
